id,category_id,sku,ean13,name_it,name_en,name_fr,name_es,description_it,description_en,description_fr,description_es,description_short_it,description_short_en,description_short_fr,description_short_es,slug,price,wholesale_price,weight,width,height,depth,stock_quantity,active,brand,meta_title,meta_description,meta_keywords,image_url,created_at,updated_at,search_vector
33,10,NULL,NULL,TELECOMANDO RADIO MICRONOVA,MICRONOVA RADIO REMOTE CONTROL,TELECOMMANDE RADIO MICRONOVA,CONTROL REMOTO RADIO MICRONOVA,,,,,DISPLAY LCD PER CONTROLLO STUFE AD ANGOLO EVACALOR GIOTTO-RAFFAELLO-MICHELANGELO,LCD DISPLAY FOR CORNER STOVES EVACALOR GIOTTO-RAFFAELLO-MICHELANGELO,ECRAN LCD,PANTALLA LCD PARA CONTROL CHIMENEAS A ESQUINA GIOTTO-RAFFAELLO,telecomando-radio-micronova,244.00,46.10,,,,,0,true,,Telecomando radio micronova display lcd,Telecomando radio micronova display lcd,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/telecomando-micronova.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:40.224999+00,'angol':11B 'controll':8B 'display':5B 'evacalor':12B 'giott':14B 'giotto-raffaello-michelangel':13B 'lcd':6B 'michelangel':16B 'micronov':3A 'null':4A 'rad':2A 'raffaell':15B 'stuf':9B 'telecom':1A
34,10,NULL,NULL,TELECOMANDO UNIVERSALE PER STUFE A PELLET ELETTRONICA MICRONOVA,UNIVERSAL REMOTE CONTROL FOR PELLET STOVES MICRONOVA,TELECOMMANDE UNIVERSEL POUR POELES A PELLET MICRONOVA,MANDO UNIVERSAL PARA ESTUFAS DE PELLET MICRONOVA,,,,,Con Display LED/LCD Micronova,With LED/LCD Micronova Display,Avec ècran LED/LCD Micronova,Con pantalla LED/LCD micronova,telecomando-universale-per-stufe-a-pellet,28.06,1.13,,,,,0,true,,Telecomando Universale per Stufe a Pellet,Telecomando Universale per Stufe a Pellet,,https://www.ricambixstufe.it/ricambixstufe/141-home_default/telecomando-universale-per-stufe-a-pellet.jpg,2026-03-27 11:34:24.346804+00,2026-03-27 11:34:24.346804+00,"'display':11B 'elettron':7A 'led/lcd':12B 'micronov':8A,13B 'null':9A 'pellet':6A 'stuf':4A 'telecom':1A 'universal':2A"
35,11,NULL,NULL,SCHEDA ELETTRONICA MICRONOVA I023,MICRONOVA MOTHERBOARD I023,CARTE MERE MICRONOVA I023,TARJETA ELETTRONICA MICRONOVA I023,,,,,"Mod. I023-5 - supporto in ABS
Per stufe aria

COMPATIBILE SOLO CON DISPLAY MICRONOVA, ALL'ORDINE SPECIFICARE PER QUALE DISPLAY PROGRAMMARLA E SE CON ENCODER MOTORE FUMI O SENZA","Mod. I023-5 - ABS support.
For air stoves.

ONLY COMPATIBLE WITH MICRONOVA DISPLAY. WITH YOUR ORDER PLEASE SPECIFY FOR WHICH DISPLAY WE HAVE TO PROGRAM IT, AND IF WITH OR WITHOUT THE SMOKES MOTOR ENCODER","Mod. I023-5 - support ABS.

Pour poeles à air.

COMPATIBLE SEULEMENT AVEC AFFICHEUR MICRONOVA. AU MOMENT DU COMMANDE, S'IL VOUS PLAIT PRÉCISER POUR LESQUELS AFFICHEURS LES PROGRAMMER ET SI AVEC OU SANS L'ENCODEUR DU MOTEUR DES FUMÈES.","Mod. I023-5 - soporte en ABS
Para estufas de aire

 

COMPATIBLE SOLO CON PANTALLA MICRONOVA. CUANDO SE HACE EL ORDEN ESPECIFICAR PARA QUE TIPO DE PANTALLA PROGRAMARLA Y SI TIENE MOTOR HUMOS CON ENCODER O SIN ENCODER.",scheda-elettronica-micronova-i023,201.30,35.00,,,,,0,true,,scheda-elettronica-micronova-i023,scheda-elettronica-micronova-i023,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-i023-5t.jpeg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:40.451571+00,"'-5':8B 'abs':11B 'ari':14B 'compat':15B 'display':18B,25B 'elettron':2A 'encoder':30B 'fum':32B 'i023':4A,7B 'micronov':3A,19B 'mod':6B 'motor':31B 'null':5A 'ordin':21B 'programm':26B 'sched':1A 'senz':34B 'sol':16B 'specific':22B 'stuf':13B 'support':9B"
36,11,NULL,NULL,SCHEDA ELETTRONICA MICRONOVA I023-5T,MICRONOVA MOTHERBOARD I023-5T,CARTE MERE MICRONOVA I023-5T,TARJETA ELECTRONICA MICRONOVA I023-5T,,,,,"Mod. I023-5T - supporto in ABS
Per aria/acqua/canalizzate

COMPATIBILE SOLO CON DISPLAY MICRONOVA, ALL'ORDINE SPECIFICARE PER QUALE DISPLAY PROGRAMMARLA E SE CON ENCODER MOTORE FUMI O SENZA","Mod. I023-5T - ABS support
For air/water/ductable stoves,

ONLY COMPATIBLE WITH MICRONOVA DISPLAY. WITH YOUR ORDER PLEASE SPECIFY FOR WHICH DISPLAY WE HAVE TO PROGRAM IT, AND IF WITH OR WITHOUT THE SMOKES MOTOR ENCODER","Mod. I023-5T - ABS support
Pour air/eau/canalisable.

COMPATIBLE SEULEMENT AVEC AFFICHEUR MICRONOVA. AU MOMENT DU COMMANDE, S'IL VOUS PLAIT PRÉCISER POUR LESQUELS AFFICHEURS LES PROGRAMMER ET SI AVEC OU SANS L'ENCODEUR DU MOTEUR DES FUMÈES.","Mod. I023-5T - soporte en ABS
Para aire/agua/canalizadas

 

COMPATIBLE SOLO CON PANTALLA MICRONOVA. CUANDO SE HACE EL ORDEN ESPECIFICAR PARA QUE TIPO DE PANTALLA PROGRAMARLA Y SI TIENE MOTOR HUMOS CON ENCODER O SIN ENCODER.",centralina-elettronica-micronova-2,219.60,40.16,,,,,1,true,,centralina elettronica micronova,centralina elettronica micronova,,https://www.ricambixstufe.it/ricambixstufe/274-home_default/centralina-elettronica-micronova-2.jpg,2026-03-27 11:34:24.346804+00,2026-03-27 11:34:24.346804+00,"'5t':6A,11B 'abs':14B 'aria/acqua/canalizzate':16B 'compat':17B 'display':20B,27B 'elettron':2A 'encoder':32B 'fum':34B 'i023':5A,10B 'i023-5t':4A,9B 'micronov':3A,21B 'mod':8B 'motor':33B 'null':7A 'ordin':23B 'programm':28B 'sched':1A 'senz':36B 'sol':18B 'specific':24B 'support':12B"
37,11,NULL,NULL,SCHEDA ELETTRONICA N100 MICRONOVA," MICRONOVA N100 MOTHERBOARD",CARTE MERE MICRONOVA N100,TARJETA ELECTRONICA MICRONOVA N100,,,,,"Programmabile per display 3 o 6 tasti
Per stufe aria

COMPATIBILE SOLO CON DISPLAY MICRONOVA, 

ALL'ORDINE SPECIFICARE PER QUALE DISPLAY 

PROGRAMMARLA(LED O LCD) (3 O 6 TASTI)  INDICARE I 

KW DELLA STUFA","For display with 3 or 6 buttons.

For air stoves.

ONLY COMPATIBLE WITH MICRONOVA DISPLAY. WITH YOUR ORDER PLEASE SPECIFY FOR WHICH DISPLAY WE HAVE TO PROGRAM IT, AND IF WITH OR WITHOUT THE SMOKES MOTOR ENCODER","Pour écrans à 3 ou 6 touches. Pour poeles à air.

COMPATIBLE UNIQUEMENT AVEC L’AFFICHAGE MICRONOVA, À LA COMMANDE SPÉCIFIER POUR QUEL AFFICHAGE PROGRAMMEZ-LE (DEL OU LCD) (3 OU 6 TOUCHES) ET INDIQUEZ I KW DU POÊLE","Programable para pantallas con 3 o 6 botones
Para estufas aire

 

COMPATIBLE SOLO CON PANTALLA MICRONOVA. CUANDO SE HACE EL ORDEN ESPECIFICAR PARA QUE TIPO DE PANTALLA PROGRAMARLA Y SI TIENE MOTOR HUMOS CON ENCODER O SIN ENCODER.",centralina-elettronica-micronova-n100,125.66,21.20,,,,,1,true,,centralina elettronica micronova,centralina elettronica micronova,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-n100-micronova.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:40.673079+00,"'3':9B,31B '6':11B,33B 'ari':15B 'compat':16B 'display':8B,19B,26B 'elettron':2A 'indic':35B 'kw':37B 'lcd':30B 'led':28B 'micronov':4A,20B 'n100':3A 'null':5A 'ordin':22B 'programm':6B,27B 'sched':1A 'sol':17B 'specific':23B 'stuf':14B,39B 'tast':12B,34B"
38,11,NULL,NULL,SCHEDA ELETTRONICA DUEPI,DUEPI MOTHERBOARD,CARTE MERE DUEPI,TARJETA ELECTRONICA DUEPI,,,,,"SCHEDA MADRE DUEPI EVO VM88LED

PER STUFE AD ARIA

PROGRAMMATA PER STUFE 8 KW CON DISPLAY LED 3 TASTI","ABS support.

For air stoves.","Support ABS

Pour poeles à air","Para estufas Aire

Soporte en ABS",centralina-elettronica-duepi,127.49,24.15,,,,,1,true,,centralina elettronica duepi,centralina elettronica duepi,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-duepi.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:40.834933+00,"'3':22B '8':17B 'ari':13B 'display':20B 'duep':3A,7B 'elettron':2A 'evo':8B 'kw':18B 'led':21B 'madr':6B 'null':4A 'programm':14B 'sched':1A,5B 'stuf':11B,16B 'tast':23B 'vm88led':9B"
39,12,NULL,NULL,BRACIERE STUFE 11-13 KW EVACALOR-PUNTOFUOCO,"BRAZIER FOR 8-11 KW STOVES ",BRASERO POELES 8-11 KW,BRASERO ESTUFAS 8-11 KW,,,,,"BRACIERE STUFE 11-13 KW
EVACALOR - PUNTOFUOCO","BRAZIER FOR 8-11 KW STOVES
EVACALOR","Brasero pour poeles 8-11 KW
EVACALOR","BRASERO ESTUFAS 8-11 KW
EVACALOR",braciere-stufe-8-11-kw,32.00,5.52,,,,,1,true,,braciere stufe 8-11 kw evacalor,braciere stufe 8-11 kw evacalor,,https://www.ricambixstufe.it/ricambixstufe/77-home_default/braciere-stufe-8-11-kw.jpg,2026-03-27 11:34:24.346804+00,2026-03-27 11:34:24.346804+00,"'-13':4A,13B '11':3A,12B 'brac':1A,10B 'evacalor':7A,15B 'evacalor-puntofuoc':6A 'kw':5A,14B 'null':9A 'puntofuoc':8A,16B 'stuf':2A,11B"
40,12,NULL,NULL,BRACIERE COMPLETO STUFE 6-7-8KW ANITA-EDDY-ANNA,COMPLETE BRAZIER FOR 6-7-8 KW STOVES,BRASERO COMPLET POUR POELES 6-7-8 KW,BRASERO COMPLETO ESTUFAS 6-7-8 KW,,,,,"BRACIERE COMPLETO STUFE 6-7-8 KW
EVACALOR-PUNTOFUOCO","COMPLETE BRAZIER FOR 6-7-8 KW STOVES
EVACALOR","BRASERO COMPLET POUR POELES 6-7-8 KW
EVACALOR","BRASERO COMPLETO ESTUFAS 6-7-8 KW
EVACALOR",braciere-completo-stufe-6-7-8-kw,36.60,5.80,,,,,0,true,,braciere completo stufe 6-7-8 kw evacalor,braciere completo stufe 6-7-8 kw evacalor,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-completo-stufe-6-7-8kw-anita-eddy-anna.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:41.005271+00,"'-7':5A,17B '-8':6A,18B '6':4A,16B 'anit':9A 'anita-eddy-ann':8A 'anna':11A 'brac':1A,13B 'complet':2A,14B 'eddy':10A 'evacalor':21B 'evacalor-puntofuoc':20B 'kw':7A,19B 'null':12A 'puntofuoc':22B 'stuf':3A,15B"
41,12,NULL,NULL,GRIGLIA ACCIAO BRACIERE,STEEL BRAZIER GRID,GRILLE EN ACIER POUR BRASERO,GRILLA EN ACERO PARA BRASEROS,,,,,"GRIGLIA ACCIAIO BRACIERE
EVACALOR","STEEL BRAZIER GRID
EVACALOR","GRILLE EN ACIER POUR BRASERO
EVACALOR","GRILLA ACERO BRASERO
EVACALOR",griglia-acciao-braciere,8.00,1.72,,,,,1,true,,griglia acciao braciere evacalor,griglia acciao braciere evacalor,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/griglia-acciao-braciere.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:41.154145+00,"'accia':2A 'acciai':6B 'brac':3A,7B 'evacalor':8B 'grigl':1A,5B 'null':4A"
42,12,NULL,NULL,"BRACIERE IN GHISA ",BRAZIER IN CAST IRON,BRASERO EN FONTE,BRASERO EN HIERRO FUNDIDO,,,,,MISURE INCASSO BRACIERE 12 X 7 cm,12 X 7 cm,12 X 7 cm,MEDIDAS INGRESO BRASERO 12 X 7 cm,braciere-in-ghisa,36.60,8.69,,,,,1,true,,braciere in ghisa,braciere in ghisa,,https://www.ricambixstufe.it/ricambixstufe/80-home_default/braciere-in-ghisa.jpg,2026-03-27 11:34:24.346804+00,2026-03-27 11:34:24.346804+00,"'12':8B '7':10B 'brac':1A,7B 'cm':11B 'ghis':3A 'incass':6B 'misur':5B 'null':4A 'x':9B"
43,12,NULL,NULL,BRACIERE IN GHISA,BRAZIER IN CAST IRON,BRASERO EN FONTE,BRASERO EN HIERRO FUNDIDO,,,,,"MISURE D'INCASSO 13,5 X 8 cm

EVACALOR-PUNTOFUOCO","13,5 X 8 cm","TROU 13,5 X 8 cm","MEDIDAS INGRESO BRASERO 13,5 X 8 cm",braciere-in-ghisa-2,115.90,15.73,,,,,1,true,,braciere in ghisa,braciere in ghisa,,https://www.ricambixstufe.it/ricambixstufe/544-home_default/braciere-in-ghisa-2.jpg,2026-03-27 11:34:24.346804+00,2026-03-27 11:34:24.346804+00,'13':8B '5':9B '8':11B 'brac':1A 'cm':12B 'd':6B 'evacalor':14B 'evacalor-puntofuoc':13B 'ghis':3A 'incass':7B 'misur':5B 'null':4A 'puntofuoc':15B 'x':10B
44,13,NULL,NULL,"PRESSOSTATO / DEPRESSORE 0,4 mbar",PRESSURE SWITCH / DEPRESSOR,PRESSOSTAT / DEPRESSIOMETRE,PRESOSTATO / DEPRESOR,,,,,"TARATURA 0,6 mbar

MARCA: MICRONOVA","CALIBRATION 0,6 mbar","CALIBRAGE 0,6 mbar","Calibraciòn 0,6 mbar",pressostato-depressore,26.84,5.24,,,,,1,true,,"pressostato / depressore taratura 0,6 mbar","pressostato / depressore taratura 0,6 mbar",,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/pressostato-depressore-0-4-mbar.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:41.300355+00,"'0':3A,8B '4':4A '6':9B 'depressor':2A 'marc':11B 'mbar':5A,10B 'micronov':12B 'null':6A 'pressost':1A 'taratur':7B"
45,13,NULL,NULL,"PRESSOSTATO / DEPRESSORE 0,6 mbar",PRESSURE SWITCH / DEPRESSOR,PRESSOSTAT / DEPRESSIOMETRE,PRESOSTATO / DEPRESOR,,,,,"TARATURA 0,4 mbar

MARCA: MICRONOVA","CALIBRATION 0,4 mbar","CALIBRAGE  0,4 mbar","Calibraciòn 0,6 mbar",pressostato-depressore-2,26.84,5.60,,,,,1,true,,"pressostato / depressore taratura 0,4 mbar","pressostato / depressore taratura 0,4 mbar",,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/pressostato-depressore-0-6-mbar.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:41.462984+00,"'0':3A,8B '4':9B '6':4A 'depressor':2A 'marc':11B 'mbar':5A,10B 'micronov':12B 'null':6A 'pressost':1A 'taratur':7B"
46,13,NULL,NULL,SONDA TEMPERATURA AMBIENTE NTC 10K MICRONOVA,NTC 10K MICRONOVA AMBIENT TEMPERATURE PROBE,SONDE TEMPERATURE AMBIANTE NTC 10K MICRONOVA,SONDA TEMPERATURA AMBIENTE NTC 10K MICRONOVA,,,,,"Lunghezza: 850 mm.
Connettore per scheda N100, in alternativa si può tagliare il connettore per utilizzarla su altre schede","Length: 850 mm.
Connector for N100 card, or you can cut the connector to use it on other boards","Longueur: 850 mm.
Connecteur pour carte N100, ou vous pouvez couper le connecteur pour l'utiliser sur d'autres carte","Longitud: 850 mm.
Conector para tarjeta N100, o puede cortar el conector para usarlo en otras placas",sonda-temperatura-ambiente-ntc-10k-micronova,13.42,1.25,,,,,1,true,,sonda temperatura ambiente ntc 10k micronova,sonda temperatura ambiente ntc 10k micronova,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/sonda-temperatura-ambiente-ntc-10k-micronova.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:41.613242+00,"'10k':5A '850':9B 'altern':16B 'altre':25B 'ambient':3A 'connettor':11B,21B 'lunghezz':8B 'micronov':6A 'mm':10B 'n100':14B 'ntc':4A 'null':7A 'può':18B 'sched':13B,26B 'sond':1A 'tagl':19B 'temperatur':2A 'utilizz':23B"
47,13,NULL,NULL,SONDA TEMPERATURA FUMI MICRONOVA,MICRONOVA SMOKES PROBE,SONDE TEMPERATURE FUMÉES MICRONOVA,SONDA TEMPERATURA HUMOS MICRONOVA,,,,,"Lunghezza: 850 mm.
Connettore per scheda N100, in alternativa si può tagliare il connettore per utilizzarla su altre schede","Length: 850 mm.
Connector for N100 card, or you can cut the connector to use it on other boards","Longueur: 850 mm.
Connecteur pour carte N100, ou vous pouvez couper le connecteur pour l'utiliser sur d'autres carte","Longitud: 850 mm.
Conector para tarjeta N100, o puede cortar el conector para usarlo en otras placas",sonda-temperatura-fumi-micronova,25.01,4.00,,,,,1,true,,sonda temperatura fumi micronova,sonda temperatura fumi micronova,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/sonda-temperatura-fumi-micronova.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:41.758179+00,"'850':7B 'altern':14B 'altre':23B 'connettor':9B,19B 'fum':3A 'lunghezz':6B 'micronov':4A 'mm':8B 'n100':12B 'null':5A 'può':16B 'sched':11B,24B 'sond':1A 'tagl':17B 'temperatur':2A 'utilizz':21B"
48,14,NULL,NULL,NASTRO ADESIVO IN FIBRA DI VETRO 550°C 10mm X 3mm,ADHESIVE TAPE FIBERGLASS 550°C 100mm x 3mm,RUBAN ADHÉSIF  EN FIBRE DE VERRE 550°C 10mm x 3mm,CUERDA ADHESIVA EN FIBRA DE VIDRIO 550°C 10mm x 3mm,,,,,"Spessore 3 mm.
Larghezza: 10

Colore: Grigio Scuro

PREZZO AL METRO!","Thickness 3 mm.
Width: 10 mm.
Black","3 mm d'épaisseur.
Largeur: 10 mm.
Noir","Espesor 3 mm.
Ancho: 10 mm.
Negro",nastro-adesivo-in-fibra-di-vetro-550c,3.29,,,,,,1,true,,nastro adesivo in fibra di vetro 550°c,nastro adesivo in fibra di vetro 550°c,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/guarnizioni-silicone/nastro-adesivo-in-fibra-di-vetro-550-c-10mm-x-3mm.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:41.943045+00,'10':17B '10mm':9A '3':14B '3mm':11A '550':7A 'ades':2A 'color':18B 'fibr':4A 'grig':19B 'larghezz':16B 'metr':23B 'mm':15B 'nastr':1A 'null':12A 'prezz':21B 'scur':20B 'spessor':13B 'vetr':6A 'x':10A
49,14,NULL,NULL,"CORDINO 9 MM ",BRAID IN FIBERGLASS TRICOTEX 550°C,TRESSE EN FIBRE DE VERRE TRICOTEX 550°C,"CUERDA PARA PUERTAS ",,,,,"Diametro 9 mm

Flessibile Colore GRIGIO

PREZZO AL METRO!","Diameter: 10 mm

Flexible, Color: White","Diamètre 10 mm.
Flexible Couleur Blanc","Diametro 10 mm

Flexible Colore Blanco",treccia-in-fibra-di-vetro-tricotex-550c,4.27,,,,,,1,true,,treccia in fibra di vetro tricotex 550°c,treccia in fibra di vetro tricotex 550°c,,https://www.ricambixstufe.it/ricambixstufe/574-home_default/treccia-in-fibra-di-vetro-tricotex-550c.jpg,2026-03-27 11:34:24.346804+00,2026-03-27 11:34:24.346804+00,"'9':2A,6B 'color':9B 'cordin':1A 'diametr':5B 'flessibil':8B 'grig':10B 'metr':13B 'mm':3A,7B 'null':4A 'prezz':11B"
50,14,NULL,NULL,GUARNIZIONE SILICONICA PER TUBI PELLET,SILICONE GASKET FOR PELLET PIPES,JOINT EN SILICON POUR TUYAUX PELLET,Guarniciòn en silicona para tubos,,,,,,,,,guarnizione-siliconica-per-tubi-pellet,1.95,,,,,,1,true,,guarnizione siliconica per tubi pellet,guarnizione siliconica per tubi pellet,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/guarnizioni-silicone/guarnizione-siliconica-per-tubi-pellet.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:42.091614+00,'guarnizion':1A 'null':6A 'pellet':5A 'silicon':2A 'tub':4A
51,9,NULL,NULL,RESISTENZA CERAMICA ATTACCO 3/8,CERAMIC SPARK PLUG - 3/8 CONNECTION,BOUGIE EN CÉRAMIQUE - CONNEXION FILETÉE 3/8,RESISTENCIA CERAMICA ATAQUE 3/8,,,,,"MODELLO PSX-6-240-B 300W   220-240V

RACCORDO FILETTATO 3/8

LUNGHEZZA SOTTOBATTUTA RACCORDO 85mm

LUNGHEZZA TOTALE 107mm

MARCA: HT

LUNGHEZZA CAVI 350mm","PSX-6-240-B 300W 220-240V MODEL

THREADED CONNECTION 3/8

LENGTH UNDER BEAT CONNECTOR 85mm

OVERALL LENGHT 107mm

CABLE LENGTH 350mm","MODÈLE PSX-6-240-B 300W 220-240V

CONNEXION FILETÉE 3/8

LONGUEUR SOUS BATTRE RACCORD 85mm

LONGUEUR TOTALE 107mm

LONGUEUR DU CABLE 350mm","MODELO PSX-6-240-B 300W   220-240V

UNION ROSCADA 3/8

LONGITUD TOTAL 107mm

MARCA: HT",resistenza-ceramica-attacco-38,78.00,,,,,,1,true,,resistenza-ceramica-attacco-3/8,resistenza-ceramica-attacco-3/8,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/resistenze-accensione/resistenza-ceramica-attacco-38.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:42.240922+00,"'-240':9B,13B '-6':8B '107mm':24B '220':12B '3/8':4A,17B '300w':11B '350mm':29B '85mm':21B 'attacc':3A 'b':10B 'cav':28B 'ceram':2A 'filett':16B 'ht':26B 'lunghezz':18B,22B,27B 'marc':25B 'modell':6B 'null':5A 'psx':7B 'raccord':15B,20B 'resistent':1A 'sottobatt':19B 'total':23B 'v':14B"
52,11,NULL,NULL,SENSORE DEBIMETRO MICRONOVA,"MICRONOVA DEBIMETER SENSOR ",CAPTEUR DEBIMÈTRE  MICRONOVA,SENSOR DEBIMETRO MICRONOVA,,,,,SENSORE ARIA COMBUSTIONE MICRONOVA,MICRONOVA COMBUSTION AIR SENSOR,CAPTEUR DE L'AIR DE COMBUSTION,SENSOR AIRE COMBUSTION MICRONOVA,sensore-debimetro-micronova,57.95,,,,,,0,true,,sensore-debimetro-micronova,sensore-debimetro-micronova,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/sensore-debimetro-micronova.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:42.39515+00,"'ari':6B 'combustion':7B 'debimetr':2A 'micronov':3A,8B 'null':4A 'sensor':1A,5B"
